J1	1	GND	GND
J1	2	GND	GND
J1	3	SCK	SCK
J1	4	CNV	CNV
J1	5	Int	Int
J1	6	DeInt	DeInt
J1	7	Clamp	Clamp
J1	8	cwclk	cwclk
J1	9	DD	DD
J1	10	DCK	DCK
J1	11	SP1OR	SP1OR
J1	12	SP2OR	SP2OR
J1	13	SP3OR	SP3OR
J1	14	SRG	SRG
J1	15	SID	SID
J1	16	SP1U	SP1U
J1	17	SP2U	SP2U
J1	18	SP3U	SP3U
J1	19	\_DS96\_	DS96~
J1	20	P1-FS-1	P1-FS-1
J1	21	P2-FS-1	P2-FS-1
J1	22	P3-FS-1	P3-FS-1
J1	23	P3-OR-1	P3-OR-1
J1	24	P2-OR-1	P2-OR-1
J1	25	P1-OR-1	P1-OR-1
J1	26	RG-1	RG-1
J1	27	P1-IA-1	P1-IA-1
J1	28	P2-IA-1	P2-IA-1
J1	29	P3-IA-1	P3-IA-1
J1	30	P1-U-1	P1-U-1
J1	31	P2-U-1	P2-U-1
J1	32	P3-U-1	P3-U-1
J1	33	ID-1	ID-1
J1	34	SP1-IA-1	SP1-IA-1
J1	35	SP2-IA-1	SP2-IA-1
J1	36	SP3-IA-1	SP3-IA-1
J1	37	SP1-FS-1	SP1-FS-1
J1	38	SP2-FS-1	SP2-FS-1
J1	39	SP3-FS-1	SP3-FS-1
J1	40	HK0	HK0
J1	41	HK8	HK8
J1	42	HK16	HK16
J1	43	HK24	HK24
J1	44	HK32	HK32
J1	45	HK40	HK40
J1	46	HK48	HK48
J1	47	HK56	HK56
J1	48	HK64	HK64
J1	49	HK72	HK72
J1	50	GND	GND
